desc,zip,title,address,towns,dt,date,time
BRADFIELD RD & SUSQUEHANNA RD; ABINGTON; 2020-01-01 @ 00:04:06,19001,Fire: FIRE ALARM,BRADFIELD RD & SUSQUEHANNA RD, ABINGTON, 2020-01-01 @ 00:04:06, 2020-01-01 , 00:04:06
PINE ST & W ROBERTS ST;  NORRISTOWN; 2020-01-15 @ 00:58:50,19401,EMS: RESPIRATORY EMERGENCY,PINE ST & W ROBERTS ST,  NORRISTOWN, 2020-01-15 @ 00:58:50, 2020-01-15 , 00:58:50
NOBLE ST & W BLACKBERRY ALY;  NORRISTOWN; 2020-01-15 @ 01:31:41,19401,EMS: RESPIRATORY EMERGENCY,NOBLE ST & W BLACKBERRY ALY,  NORRISTOWN, 2020-01-15 @ 01:31:41, 2020-01-15 , 01:31:41
LAFAYETTE ST & SWEDE ST;  NORRISTOWN; 2020-01-15 @ 01:39:27,19401,EMS: DIABETIC EMERGENCY,LAFAYETTE ST & SWEDE ST,  NORRISTOWN, 2020-01-15 @ 01:39:27, 2020-01-15 , 01:39:27
WALNUT ST & S 7TH AVE;  ROYERSFORD; 2020-01-15 @ 02:04:18,19468,EMS: DIABETIC EMERGENCY,WALNUT ST & S 7TH AVE,  ROYERSFORD, 2020-01-15 @ 02:04:18, 2020-01-15 , 02:04:18
HORSHAM RD & GREEN TREE TAVERN RD;  HORSHAM; 2020-01-15 @ 02:06:28,19454,EMS: UNKNOWN MEDICAL EMERGENCY,HORSHAM RD & GREEN TREE TAVERN RD,  HORSHAM, 2020-01-15 @ 02:06:28, 2020-01-15 , 02:06:28
WALNUT ST & WILE AVE;  SOUDERTON; 2020-01-15 @ 02:11:44,18964,EMS: OVERDOSE,WALNUT ST & WILE AVE,  SOUDERTON, 2020-01-15 @ 02:11:44, 2020-01-15 , 02:11:44
OLD ARCH RD & BIRCHWOOD DR;  EAST NORRITON; 2020-01-15 @ 02:15:53,19401,EMS: SUBJECT IN PAIN,OLD ARCH RD & BIRCHWOOD DR,  EAST NORRITON, 2020-01-15 @ 02:15:53, 2020-01-15 , 02:15:53
POTTS AVE & W MAIN ST;  WEST NORRITON; 2020-01-15 @ 02:22:40,19403,EMS: FALL VICTIM,POTTS AVE & W MAIN ST,  WEST NORRITON, 2020-01-15 @ 02:22:40, 2020-01-15 , 02:22:40
COVENTRY WAY & KERR RD;  TOWAMENCIN; 2020-01-15 @ 02:32:23,19438,EMS: FALL VICTIM,COVENTRY WAY & KERR RD,  TOWAMENCIN, 2020-01-15 @ 02:32:23, 2020-01-15 , 02:32:23
HORSHAM RD & LOWER STATE RD;  HORSHAM; 2020-01-15 @ 02:31:42,19454,EMS: FALL VICTIM,HORSHAM RD & LOWER STATE RD,  HORSHAM, 2020-01-15 @ 02:31:42, 2020-01-15 , 02:31:42
CROOKED LN & SCHOOL LINE DR; UPPER MERION; 2020-01-15 @ 02:40:48,19406,Fire: VEHICLE FIRE,CROOKED LN & SCHOOL LINE DR, UPPER MERION, 2020-01-15 @ 02:40:48, 2020-01-15 , 02:40:48
CROOKED LN & SCHOOL LINE DR; UPPER MERION; 2020-01-15 @ 02:40:35,19406,Traffic: VEHICLE FIRE,CROOKED LN & SCHOOL LINE DR, UPPER MERION, 2020-01-15 @ 02:40:35, 2020-01-15 , 02:40:35
CROOKED LN & SCHOOL LINE DR; UPPER MERION; 2020-01-15 @ 02:55:52,19406,Traffic: VEHICLE FIRE,CROOKED LN & SCHOOL LINE DR, UPPER MERION, 2020-01-15 @ 02:55:52, 2020-01-15 , 02:55:52
PRECISION RD & HORSHAM RD; HORSHAM; 2020-01-15 @ 02:55:14,19044,Fire: FIRE ALARM,PRECISION RD & HORSHAM RD, HORSHAM, 2020-01-15 @ 02:55:14, 2020-01-15 , 02:55:14
WALNUT ST & E FORNANCE ST;  NORRISTOWN; 2020-01-15 @ 02:59:32,19401,EMS: SHOOTING,WALNUT ST & E FORNANCE ST,  NORRISTOWN, 2020-01-15 @ 02:59:32, 2020-01-15 , 02:59:32
SPRING HILL RD & N TROOPER RD;  WORCESTER; 2020-01-15 @ 03:01:23,19403,EMS: ABDOMINAL PAINS,SPRING HILL RD & N TROOPER RD,  WORCESTER, 2020-01-15 @ 03:01:23, 2020-01-15 , 03:01:23
JENKINS AVE & S BROAD ST;  LANSDALE; 2020-01-15 @ 03:06:25,19446,EMS: FALL VICTIM,JENKINS AVE & S BROAD ST,  LANSDALE, 2020-01-15 @ 03:06:25, 2020-01-15 , 03:06:25
ASHBOURNE RD & PARK AVE;  CHELTENHAM; 2020-01-15 @ 03:39:00,19027,EMS: FALL VICTIM,ASHBOURNE RD & PARK AVE,  CHELTENHAM, 2020-01-15 @ 03:39:00, 2020-01-15 , 03:39:00
LANCASTER AVE & LANKENAU DR;  LOWER MERION; 2020-01-15 @ 04:03:44,19096,EMS: CARDIAC EMERGENCY,LANCASTER AVE & LANKENAU DR,  LOWER MERION, 2020-01-15 @ 04:03:44, 2020-01-15 , 04:03:44
LUTHERAN HOME DR & DEAD END;  TELFORD; 2020-01-15 @ 04:01:48,NA,EMS: FALL VICTIM,LUTHERAN HOME DR & DEAD END,  TELFORD, 2020-01-15 @ 04:01:48, 2020-01-15 , 04:01:48
ROWAN ALY & N CHARLOTTE ST;  POTTSTOWN; 2020-01-15 @ 04:16:14,19464,EMS: ABDOMINAL PAINS,ROWAN ALY & N CHARLOTTE ST,  POTTSTOWN, 2020-01-15 @ 04:16:14, 2020-01-15 , 04:16:14
VALLEY FORGE RD & GENERAL STEUBEN RD;  UPPER MERION; 2020-01-15 @ 04:32:06,19406,EMS: UNCONSCIOUS SUBJECT,VALLEY FORGE RD & GENERAL STEUBEN RD,  UPPER MERION, 2020-01-15 @ 04:32:06, 2020-01-15 , 04:32:06
INDUSTRIAL BLVD & WAMBOLD RD; TOWAMENCIN; 2020-01-15 @ 04:42:33,19438,Fire: FIRE ALARM,INDUSTRIAL BLVD & WAMBOLD RD, TOWAMENCIN, 2020-01-15 @ 04:42:33, 2020-01-15 , 04:42:33
GREEN ST & W BLAINE ST;  LANSDALE; 2020-01-15 @ 04:56:18,19446,EMS: FALL VICTIM,GREEN ST & W BLAINE ST,  LANSDALE, 2020-01-15 @ 04:56:18, 2020-01-15 , 04:56:18
HUNTINGDON PIKE & OLD HUNTINGDON PIKE;  ABINGTON; 2020-01-15 @ 05:10:14,19046,EMS: RESPIRATORY EMERGENCY,HUNTINGDON PIKE & OLD HUNTINGDON PIKE,  ABINGTON, 2020-01-15 @ 05:10:14, 2020-01-15 , 05:10:14
RYDAL RD & CHERRY LN;  ABINGTON; 2020-01-15 @ 05:40:10,19046,EMS: GENERAL WEAKNESS,RYDAL RD & CHERRY LN,  ABINGTON, 2020-01-15 @ 05:40:10, 2020-01-15 , 05:40:10
GRAVEL PIKE & STATION RD; UPPER HANOVER; 2020-01-15 @ 05:41:41,18070,Traffic: DISABLED VEHICLE,GRAVEL PIKE & STATION RD, UPPER HANOVER, 2020-01-15 @ 05:41:41, 2020-01-15 , 05:41:41
VALLEY FORGE RD & MCNAIR DR;  TOWAMENCIN; 2020-01-15 @ 05:50:45,19446,EMS: HEAD INJURY,VALLEY FORGE RD & MCNAIR DR,  TOWAMENCIN, 2020-01-15 @ 05:50:45, 2020-01-15 , 05:50:45
WELSH RD & W PRUDENTIAL DR;  HORSHAM; 2020-01-15 @ 05:53:35,19025,EMS: CARDIAC EMERGENCY,WELSH RD & W PRUDENTIAL DR,  HORSHAM, 2020-01-15 @ 05:53:35, 2020-01-15 , 05:53:35
S HANOVER ST;  CHESTER COUNTY; 2020-01-15 @ 05:57:35,NA,EMS: VEHICLE ACCIDENT,S HANOVER ST,  CHESTER COUNTY, 2020-01-15 @ 05:57:35, 2020-01-15 , 05:57:35
UPLAND TER & BRYN MAWR AVE; LOWER MERION; 2020-01-15 @ 05:58:31,19004,Fire: CARBON MONOXIDE DETECTOR,UPLAND TER & BRYN MAWR AVE, LOWER MERION, 2020-01-15 @ 05:58:31, 2020-01-15 , 05:58:31
S HANOVER ST & E HOFFECKER RD; CHESTER COUNTY; 2020-01-15 @ 05:57:24,NA,Traffic: VEHICLE ACCIDENT,S HANOVER ST & E HOFFECKER RD, CHESTER COUNTY, 2020-01-15 @ 05:57:24, 2020-01-15 , 05:57:24
HORSESHOE CURVE DR & STATION SQUARE BLVD;  UPPER GWYNEDD; 2020-01-15 @ 06:17:04,19446,EMS: FALL VICTIM,HORSESHOE CURVE DR & STATION SQUARE BLVD,  UPPER GWYNEDD, 2020-01-15 @ 06:17:04, 2020-01-15 , 06:17:04
DEEP CREEK RD AND EICHELE RD;  NEW HANOVER; 2020-01-15 @ 06:49:07,18074,EMS: FALL VICTIM,DEEP CREEK RD & EICHELE RD,  NEW HANOVER, 2020-01-15 @ 06:49:07, 2020-01-15 , 06:49:07
SCENIC VIEW DR & CREEKWOOD DR;  SKIPPACK; 2020-01-15 @ 07:01:07,19473,EMS: RESPIRATORY EMERGENCY,SCENIC VIEW DR & CREEKWOOD DR,  SKIPPACK, 2020-01-15 @ 07:01:07, 2020-01-15 , 07:01:07
BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; 2020-01-15 @ 07:10:22,19468,EMS: RESPIRATORY EMERGENCY,BLACK ROCK RD & S TRAPPE RD,  UPPER PROVIDENCE, 2020-01-15 @ 07:10:22, 2020-01-15 , 07:10:22
W MAIN ST & NOBLE ST; NORRISTOWN; 2020-01-15 @ 07:18:03,19401,Traffic: VEHICLE ACCIDENT,W MAIN ST & NOBLE ST, NORRISTOWN, 2020-01-15 @ 07:18:03, 2020-01-15 , 07:18:03
CHARLOTTE ST & NIGHTINGALE ST;  POTTSTOWN; 2020-01-15 @ 07:24:32,19464,EMS: CARDIAC ARREST,CHARLOTTE ST & NIGHTINGALE ST,  POTTSTOWN, 2020-01-15 @ 07:24:32, 2020-01-15 , 07:24:32
ARCH ST AND NASSAU PL;  NORRISTOWN; 2020-01-15 @ 07:45:48,19401,EMS: MEDICAL ALERT ALARM,ARCH ST & NASSAU PL,  NORRISTOWN, 2020-01-15 @ 07:45:48, 2020-01-15 , 07:45:48
COWPATH RD & N LINE ST; MONTGOMERY; 2020-01-15 @ 07:54:21,19446,Traffic: DISABLED VEHICLE,COWPATH RD & N LINE ST, MONTGOMERY, 2020-01-15 @ 07:54:21, 2020-01-15 , 07:54:21
BUTLER PIKE & E NORTH LN; PLYMOUTH; 2020-01-15 @ 07:54:12,19428,Traffic: VEHICLE ACCIDENT,BUTLER PIKE & E NORTH LN, PLYMOUTH, 2020-01-15 @ 07:54:12, 2020-01-15 , 07:54:12
EGYPT RD & PINETOWN RD; LOWER PROVIDENCE; 2020-01-15 @ 07:56:09,19403,Traffic: VEHICLE ACCIDENT,EGYPT RD & PINETOWN RD, LOWER PROVIDENCE, 2020-01-15 @ 07:56:09, 2020-01-15 , 07:56:09
GERMANTOWN PIKE & PLEASANT RD; PLYMOUTH; 2020-01-15 @ 08:00:14,19462,Traffic: VEHICLE ACCIDENT,GERMANTOWN PIKE & PLEASANT RD, PLYMOUTH, 2020-01-15 @ 08:00:14, 2020-01-15 , 08:00:14
GERMANTOWN PIKE & PLEASANT RD; PLYMOUTH; 2020-01-15 @ 08:02:19,19462,Traffic: VEHICLE ACCIDENT,GERMANTOWN PIKE & PLEASANT RD, PLYMOUTH, 2020-01-15 @ 08:02:19, 2020-01-15 , 08:02:19
RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB; UPPER PROVIDENCE; 2020-01-15 @ 08:01:31,NA,Traffic: VEHICLE ACCIDENT,RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB, UPPER PROVIDENCE, 2020-01-15 @ 08:01:31, 2020-01-15 , 08:01:31
LOCUST ST & W ROBERTS ST;  NORRISTOWN; 2020-01-15 @ 08:03:44,19401,EMS: ALTERED MENTAL STATUS,LOCUST ST & W ROBERTS ST,  NORRISTOWN, 2020-01-15 @ 08:03:44, 2020-01-15 , 08:03:44
ARDMORE AVE & W ATHENS AVE;  LOWER MERION; 2020-01-15 @ 08:03:22,19003,EMS: CARDIAC EMERGENCY,ARDMORE AVE & W ATHENS AVE,  LOWER MERION, 2020-01-15 @ 08:03:22, 2020-01-15 , 08:03:22
HOGARTH LN & HOLLOW RD;  WORCESTER; 2020-01-15 @ 08:10:42,19426,EMS: FRACTURE,HOGARTH LN & HOLLOW RD,  WORCESTER, 2020-01-15 @ 08:10:42, 2020-01-15 , 08:10:42
BUCKWALTER RD & MARY BELL RD;  LOWER PROVIDENCE; 2020-01-15 @ 08:06:53,19403,EMS: SYNCOPAL EPISODE,BUCKWALTER RD & MARY BELL RD,  LOWER PROVIDENCE, 2020-01-15 @ 08:06:53, 2020-01-15 , 08:06:53
DAVISVILLE RD;  UPPER MORELAND; 2020-01-15 @ 08:15:50,NA,EMS: VEHICLE ACCIDENT,DAVISVILLE RD,  UPPER MORELAND, 2020-01-15 @ 08:15:50, 2020-01-15 , 08:15:50
PHILADELPHIA AVE & RAMP RT100 NB TO RT73; DOUGLASS; 2020-01-15 @ 08:13:59,NA,Traffic: VEHICLE ACCIDENT,PHILADELPHIA AVE & RAMP RT100 NB TO RT73, DOUGLASS, 2020-01-15 @ 08:13:59, 2020-01-15 , 08:13:59
DAVISVILLE RD & E COUNTY LINE RD; UPPER MORELAND; 2020-01-15 @ 08:16:08,18974,Traffic: VEHICLE ACCIDENT,DAVISVILLE RD & E COUNTY LINE RD, UPPER MORELAND, 2020-01-15 @ 08:16:08, 2020-01-15 , 08:16:08
SMITH ST & E OAK ST;  NORRISTOWN; 2020-01-15 @ 08:17:25,19401,EMS: SYNCOPAL EPISODE,SMITH ST & E OAK ST,  NORRISTOWN, 2020-01-15 @ 08:17:25, 2020-01-15 , 08:17:25
PENNSYLVANIA TPKE & RAMP I276 WB TO PENNSYLVANIA AVE;  UPPER DUBLIN; 2020-01-15 @ 08:18:15,NA,EMS: VEHICLE ACCIDENT,PENNSYLVANIA TPKE & RAMP I276 WB TO PENNSYLVANIA AVE,  UPPER DUBLIN, 2020-01-15 @ 08:18:15, 2020-01-15 , 08:18:15
PENNSYLVANIA TPKE & RAMP I276 WB TO PENNSYLVANIA AVE; UPPER DUBLIN; 2020-01-15 @ 08:18:08,NA,Fire: VEHICLE ACCIDENT,PENNSYLVANIA TPKE & RAMP I276 WB TO PENNSYLVANIA AVE, UPPER DUBLIN, 2020-01-15 @ 08:18:08, 2020-01-15 , 08:18:08
MAIN ST & CLEMENS RD; LOWER SALFORD; 2020-01-15 @ 08:19:13,19438,Traffic: VEHICLE ACCIDENT,MAIN ST & CLEMENS RD, LOWER SALFORD, 2020-01-15 @ 08:19:13, 2020-01-15 , 08:19:13
PENNSYLVANIA TPKE AND RAMP I276 WB TO PENNSYLVANIA AVE; UPPER DUBLIN; 2020-01-15 @ 08:18:29,NA,Traffic: VEHICLE ACCIDENT,PENNSYLVANIA TPKE & RAMP I276 WB TO PENNSYLVANIA AVE, UPPER DUBLIN, 2020-01-15 @ 08:18:29, 2020-01-15 , 08:18:29
HANOVER ST & W HOFFECKER RD; CHESTER COUNTY; 2020-01-15 @ 05:57:24,NA,Traffic: VEHICLE ACCIDENT,HANOVER ST & W HOFFECKER RD, CHESTER COUNTY, 2020-01-15 @ 05:57:24, 2020-01-15 , 05:57:24
CHELTENHAM AVE & OAK AVE;  CHELTENHAM; 2020-01-15 @ 08:24:49,19027,EMS: CARDIAC EMERGENCY,CHELTENHAM AVE & OAK AVE,  CHELTENHAM, 2020-01-15 @ 08:24:49, 2020-01-15 , 08:24:49
MILL RD & LINDSAY LN; ABINGTON; 2020-01-15 @ 08:24:04,19046,Traffic: VEHICLE ACCIDENT,MILL RD & LINDSAY LN, ABINGTON, 2020-01-15 @ 08:24:04, 2020-01-15 , 08:24:04
MORRIS RD & DEKALB PIKE; WHITPAIN; 2020-01-15 @ 08:25:42,19422,Traffic: VEHICLE ACCIDENT,MORRIS RD & DEKALB PIKE, WHITPAIN, 2020-01-15 @ 08:25:42, 2020-01-15 , 08:25:42
MAIN ST & QUARRY RD; LOWER SALFORD; 2020-01-15 @ 08:19:13,19438,Traffic: VEHICLE ACCIDENT,MAIN ST & QUARRY RD, LOWER SALFORD, 2020-01-15 @ 08:19:13, 2020-01-15 , 08:19:13
MAIN ST & CLEMENS RD;  LOWER SALFORD; 2020-01-15 @ 08:27:53,19438,EMS: DIABETIC EMERGENCY,MAIN ST & CLEMENS RD,  LOWER SALFORD, 2020-01-15 @ 08:27:53, 2020-01-15 , 08:27:53
SUSQUEHANNA RD & SPARK DR;  UPPER DUBLIN; 2020-01-15 @ 08:27:03,19002,EMS: GENERAL WEAKNESS,SUSQUEHANNA RD & SPARK DR,  UPPER DUBLIN, 2020-01-15 @ 08:27:03, 2020-01-15 , 08:27:03
CHARLOTTE ST & MERVINE ST; LOWER POTTSGROVE; 2020-01-15 @ 08:29:39,19464,Traffic: VEHICLE ACCIDENT,CHARLOTTE ST & MERVINE ST, LOWER POTTSGROVE, 2020-01-15 @ 08:29:39, 2020-01-15 , 08:29:39
EDGE HILL RD & LIMEKILN PIKE;  ABINGTON; 2020-01-15 @ 08:32:32,19038,EMS: HEAD INJURY,EDGE HILL RD & LIMEKILN PIKE,  ABINGTON, 2020-01-15 @ 08:32:32, 2020-01-15 , 08:32:32
HICKORY RD & FOUNTAIN RD; PLYMOUTH; 2020-01-15 @ 08:40:11,19462,Fire: FIRE ALARM,HICKORY RD & FOUNTAIN RD, PLYMOUTH, 2020-01-15 @ 08:40:11, 2020-01-15 , 08:40:11
SCHUYLKILL EXPY & RAMP I76 WB TO BALLIGOMINGO RD; LOWER MERION; 2020-01-15 @ 08:39:45,NA,Traffic: VEHICLE ACCIDENT,SCHUYLKILL EXPY & RAMP I76 WB TO BALLIGOMINGO RD, LOWER MERION, 2020-01-15 @ 08:39:45, 2020-01-15 , 08:39:45
POWELL ST & HEAVNER ALY; NORRISTOWN; 2020-01-15 @ 08:44:23,19401,Fire: FIRE SPECIAL SERVICE,POWELL ST & HEAVNER ALY, NORRISTOWN, 2020-01-15 @ 08:44:23, 2020-01-15 , 08:44:23
POWELL ST & HEAVNER ALY;  NORRISTOWN; 2020-01-15 @ 08:43:27,19401,EMS: FALL VICTIM,POWELL ST & HEAVNER ALY,  NORRISTOWN, 2020-01-15 @ 08:43:27, 2020-01-15 , 08:43:27
FOREST HILLS DR & ASPEN WAY; CHELTENHAM; 2020-01-15 @ 08:44:07,19027,Traffic: ROAD OBSTRUCTION,FOREST HILLS DR & ASPEN WAY, CHELTENHAM, 2020-01-15 @ 08:44:07, 2020-01-15 , 08:44:07
DEKALB PIKE & N GULPH RD; UPPER MERION; 2020-01-15 @ 08:42:49,19406,Traffic: VEHICLE ACCIDENT,DEKALB PIKE & N GULPH RD, UPPER MERION, 2020-01-15 @ 08:42:49, 2020-01-15 , 08:42:49
TWIN SILO DR & MORRIS RD;  WHITPAIN; 2020-01-15 @ 08:47:48,19422,EMS: FALL VICTIM,TWIN SILO DR & MORRIS RD,  WHITPAIN, 2020-01-15 @ 08:47:48, 2020-01-15 , 08:47:48
LANSDALE AVE & E 7TH ST;  LANSDALE; 2020-01-15 @ 08:46:09,19446,EMS: NAUSEA/VOMITING,LANSDALE AVE & E 7TH ST,  LANSDALE, 2020-01-15 @ 08:46:09, 2020-01-15 , 08:46:09
HUNTER LN & PIN OAK DR; UPPER FREDERICK; 2020-01-15 @ 08:49:33,18074,Fire: VEHICLE FIRE,HUNTER LN & PIN OAK DR, UPPER FREDERICK, 2020-01-15 @ 08:49:33, 2020-01-15 , 08:49:33
HUNTER LN & PIN OAK DR; UPPER FREDERICK; 2020-01-15 @ 08:50:06,18074,Traffic: VEHICLE FIRE,HUNTER LN & PIN OAK DR, UPPER FREDERICK, 2020-01-15 @ 08:50:06, 2020-01-15 , 08:50:06
SWAMP PIKE; NEW HANOVER; 2020-01-15 @ 08:52:51,NA,Fire: BUILDING FIRE,SWAMP PIKE, NEW HANOVER, 2020-01-15 @ 08:52:51, 2020-01-15 , 08:52:51
OLD YORK RD & BREYER DR; CHELTENHAM; 2020-01-15 @ 08:58:07,19027,Fire: VEHICLE FIRE,OLD YORK RD & BREYER DR, CHELTENHAM, 2020-01-15 @ 08:58:07, 2020-01-15 , 08:58:07
RT202  & RAMP I76 EB TO RT202 SB; UPPER MERION; 2020-01-15 @ 08:57:49,NA,Traffic: VEHICLE ACCIDENT,RT202  & RAMP I76 EB TO RT202 SB, UPPER MERION, 2020-01-15 @ 08:57:49, 2020-01-15 , 08:57:49
OLD YORK RD & BREYER DR; CHELTENHAM; 2020-01-15 @ 08:59:53,19027,Traffic: VEHICLE FIRE,OLD YORK RD & BREYER DR, CHELTENHAM, 2020-01-15 @ 08:59:53, 2020-01-15 , 08:59:53
LYCOMING AVE & CORINTHIAN AVE; ABINGTON; 2020-01-15 @ 09:02:32,19001,Fire: GASODOR/LEAK,LYCOMING AVE & CORINTHIAN AVE, ABINGTON, 2020-01-15 @ 09:02:32, 2020-01-15 , 09:02:32
EDGEMONT AVE & SQUIRREL LN; LANSDALE; 2020-01-15 @ 09:05:07,19440,Traffic: VEHICLE ACCIDENT,EDGEMONT AVE & SQUIRREL LN, LANSDALE, 2020-01-15 @ 09:05:07, 2020-01-15 , 09:05:07
MARLBROOK LN & BRAEBURN TER;  UPPER GWYNEDD; 2020-01-15 @ 09:17:15,19446,EMS: RESPIRATORY EMERGENCY,MARLBROOK LN & BRAEBURN TER,  UPPER GWYNEDD, 2020-01-15 @ 09:17:15, 2020-01-15 , 09:17:15
RHOADS RD & BLEIM RD; LOWER POTTSGROVE; 2020-01-15 @ 09:20:08,19464,Traffic: VEHICLE ACCIDENT,RHOADS RD & BLEIM RD, LOWER POTTSGROVE, 2020-01-15 @ 09:20:08, 2020-01-15 , 09:20:08
MARYLAND RD & COMMERCE AVE; UPPER MORELAND; 2020-01-15 @ 09:21:17,19090,Traffic: VEHICLE ACCIDENT,MARYLAND RD & COMMERCE AVE, UPPER MORELAND, 2020-01-15 @ 09:21:17, 2020-01-15 , 09:21:17
LANCASTER AVE & STATION AVE;  LOWER MERION; 2020-01-15 @ 09:25:19,19003,EMS: FALL VICTIM,LANCASTER AVE & STATION AVE,  LOWER MERION, 2020-01-15 @ 09:25:19, 2020-01-15 , 09:25:19
ARDWICK TER & BANCROFT RD; TOWAMENCIN; 2020-01-15 @ 09:30:59,19446,Fire: CARBON MONOXIDE DETECTOR,ARDWICK TER & BANCROFT RD, TOWAMENCIN, 2020-01-15 @ 09:30:59, 2020-01-15 , 09:30:59
COX RD & VALLEY RD; ABINGTON; 2020-01-15 @ 09:34:49,19046,Fire: GASODOR/LEAK,COX RD & VALLEY RD, ABINGTON, 2020-01-15 @ 09:34:49, 2020-01-15 , 09:34:49
NEIFFER RD & ROBERTA LN;  LIMERICK; 2020-01-15 @ 09:31:47,19468,EMS: CARDIAC ARREST,NEIFFER RD & ROBERTA LN,  LIMERICK, 2020-01-15 @ 09:31:47, 2020-01-15 , 09:31:47
SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-15 @ 09:35:20,19403,EMS: MEDICAL ALERT ALARM,SHANNONDELL DR & SHANNONDELL BLVD,  LOWER PROVIDENCE, 2020-01-15 @ 09:35:20, 2020-01-15 , 09:35:20
NEIFFER RD & ROBERTA LN; LIMERICK; 2020-01-15 @ 09:31:52,19468,Fire: CARDIAC ARREST,NEIFFER RD & ROBERTA LN, LIMERICK, 2020-01-15 @ 09:31:52, 2020-01-15 , 09:31:52
EXTENSION PENNSYLVANIA TPKE & RAMP RT63 TO I476 NB; FRANCONIA; 2020-01-15 @ 09:33:04,NA,Traffic: VEHICLE ACCIDENT,EXTENSION PENNSYLVANIA TPKE & RAMP RT63 TO I476 NB, FRANCONIA, 2020-01-15 @ 09:33:04, 2020-01-15 , 09:33:04
MAIN ST & HUNSBERGER LN; LOWER SALFORD; 2020-01-15 @ 09:36:48,19438,Traffic: VEHICLE ACCIDENT,MAIN ST & HUNSBERGER LN, LOWER SALFORD, 2020-01-15 @ 09:36:48, 2020-01-15 , 09:36:48
CHELTENHAM AVE & 79TH AVE; CHELTENHAM; 2020-01-15 @ 09:45:52,19150,Traffic: VEHICLE ACCIDENT,CHELTENHAM AVE & 79TH AVE, CHELTENHAM, 2020-01-15 @ 09:45:52, 2020-01-15 , 09:45:52
CLEMENS CT & MORGANDALE DR;  TOWAMENCIN; 2020-01-15 @ 09:48:47,19446,EMS: NAUSEA/VOMITING,CLEMENS CT & MORGANDALE DR,  TOWAMENCIN, 2020-01-15 @ 09:48:47, 2020-01-15 , 09:48:47
RIDGE PIKE & NORTHWESTERN AVE;  SPRINGFIELD; 2020-01-15 @ 09:50:03,19128,EMS: SYNCOPAL EPISODE,RIDGE PIKE & NORTHWESTERN AVE,  SPRINGFIELD, 2020-01-15 @ 09:50:03, 2020-01-15 , 09:50:03
MAIN ST & MOYER RD; LOWER SALFORD; 2020-01-15 @ 08:19:13,19438,Traffic: VEHICLE ACCIDENT,MAIN ST & MOYER RD, LOWER SALFORD, 2020-01-15 @ 08:19:13, 2020-01-15 , 08:19:13
WESTMINSTER PL & DERBY CT;  UPPER DUBLIN; 2020-01-15 @ 09:55:36,19002,EMS: HEMORRHAGING,WESTMINSTER PL & DERBY CT,  UPPER DUBLIN, 2020-01-15 @ 09:55:36, 2020-01-15 , 09:55:36
ALLENDALE RD & CROSSFIELD RD;  UPPER MERION; 2020-01-15 @ 09:55:03,19406,EMS: SEIZURES,ALLENDALE RD & CROSSFIELD RD,  UPPER MERION, 2020-01-15 @ 09:55:03, 2020-01-15 , 09:55:03
MAIN ST & MOYER RD; LOWER SALFORD; 2020-01-15 @ 09:36:48,19438,Traffic: VEHICLE ACCIDENT,MAIN ST & MOYER RD, LOWER SALFORD, 2020-01-15 @ 09:36:48, 2020-01-15 , 09:36:48
YORK ST & E 8TH ST;  POTTSTOWN; 2020-01-15 @ 09:55:58,19464,EMS: BACK PAINS/INJURY,YORK ST & E 8TH ST,  POTTSTOWN, 2020-01-15 @ 09:55:58, 2020-01-15 , 09:55:58
COLONIAL AVE & AVONDALE RD;  WEST NORRITON; 2020-01-15 @ 10:00:16,19403,EMS: FRACTURE,COLONIAL AVE & AVONDALE RD,  WEST NORRITON, 2020-01-15 @ 10:00:16, 2020-01-15 , 10:00:16
VALLEY FORGE RD & GENERAL SCOTT RD;  UPPER MERION; 2020-01-15 @ 10:01:42,19406,EMS: CVA/STROKE,VALLEY FORGE RD & GENERAL SCOTT RD,  UPPER MERION, 2020-01-15 @ 10:01:42, 2020-01-15 , 10:01:42
SPRUCE ST & POLK ALY;  NORRISTOWN; 2020-01-15 @ 10:04:49,19401,EMS: POISONING,SPRUCE ST & POLK ALY,  NORRISTOWN, 2020-01-15 @ 10:04:49, 2020-01-15 , 10:04:49
PROSPECT AVE & W LANCASTER AVE; LOWER MERION; 2020-01-15 @ 10:05:13,19010,Traffic: VEHICLE ACCIDENT,PROSPECT AVE & W LANCASTER AVE, LOWER MERION, 2020-01-15 @ 10:05:13, 2020-01-15 , 10:05:13
TOWNSHIP LINE RD & 10TH AVE; LIMERICK; 2020-01-15 @ 10:04:32,19468,Traffic: VEHICLE ACCIDENT,TOWNSHIP LINE RD & 10TH AVE, LIMERICK, 2020-01-15 @ 10:04:32, 2020-01-15 , 10:04:32
COLES BLVD & MONTGOMERY AVE; EAST NORRITON; 2020-01-15 @ 10:06:07,19401,Fire: FIRE ALARM,COLES BLVD & MONTGOMERY AVE, EAST NORRITON, 2020-01-15 @ 10:06:07, 2020-01-15 , 10:06:07
